id,query,success,error
11,"-- meta {""num_joins"":3,""num_aggregates"":3,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select constructors_1.nationality, constructors_1.constructorid, constructor_results_1.constructorid, max( constructor_results_1.points), max( constructor_results_1.date), constructors_1.constructorref, constructor_results_1.points, constructors_1.name, constructor_results_1.date, constructor_results_1.raceid, constructor_results_1.constructorresultsid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 inner join constructors as constructors_1 on (constructor_results_1.constructorresultsid = constructors_1.constructorid ) where constructor_results_1.points is not NULL group by constructor_results_1.constructorid, constructor_results_1.constructorresultsid, constructor_results_1.date, constructor_results_1.points, constructor_results_1.raceid, constructors_1.constructorid, constructors_1.constructorref, constructors_1.name, constructors_1.nationality limit 2) UNION (select count(*), constructor_results_2.constructorid, constructor_results_2.constructorid, max( constructor_results_2.points), max( standings_1.date), max( qualifying_1.raceid), standings_1.points, max( qualifying_1.date), constructor_results_2.date, constructor_results_2.constructorid, min( standings_1.date) , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_1 inner join constructor_results as constructor_results_2 on (qualifying_1.qualifyid = constructor_results_2.constructorresultsid ) inner join standings as standings_1 on (constructor_results_2.constructorresultsid = standings_1.driverstandingsid ) where standings_1.raceid is not NULL group by constructor_results_2.constructorid, qualifying_1.constructorid, standings_1.position limit 40);",NO,"ERREUR:  la colonne « standings_1.points » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 33 : standings_1.points,            ^"
12,"-- meta {""num_joins"":1,""num_aggregates"":1,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select standings_1.wins, standings_2.position, max( standings_2.date), standings_2.raceid , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 inner join standings as standings_2 on (standings_1.driverstandingsid = standings_2.driverstandingsid ) where standings_2.points is not NULL group by standings_1.wins, standings_2.position, standings_2.raceid limit 3) UNION (select constructor_standings_1.constructorid, constructor_standings_1.position, max( constructor_standings_1.date), constructor_standings_1.wins , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_standings as constructor_standings_1 where constructor_standings_1.raceid is not NULL limit 37);",NO,"ERREUR:  la colonne « constructor_standings_1.constructorid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 16 : constructor_standings_1.constructorid,            ^"
13,"-- meta {""num_joins"":0,""num_aggregates"":1,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select results_1.points, results_1.statusid, results_1.position, results_1.fastestlap, results_1.positionorder , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 where results_1.resultid is not NULL limit 23) INTERSECT (select min( constructor_results_1.constructorresultsid), constructor_results_1.constructorresultsid, constructor_results_1.points, count(*), constructor_results_1.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 where constructor_results_1.constructorid is not NULL group by constructor_results_1.constructorresultsid, constructor_results_1.date, constructor_results_1.points, constructor_results_1.raceid limit 7);",NO,"ERREUR:  Set operations other than UNION and EXCEPT not supported by provsql"
14,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select standings_1.date, races_1.raceid, results_1.grid, races_1.year, races_1.round , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 inner join races as races_1 on (standings_1.driverstandingsid = races_1.raceid ) inner join results as results_1 on (standings_1.driverstandingsid = results_1.resultid ) where results_1.constructorid is not NULL limit 41;",YES,""
15,"-- meta {""num_joins"":0,""num_aggregates"":2,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select constructors_1.constructorref, constructors_1.name, constructors_1.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from constructors as constructors_1 where constructors_1.constructorid is not NULL limit 3) INTERSECT (select avg( constructor_standings_1.wins), min( constructor_standings_1.constructorstandingsid), constructor_standings_1.position , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_standings as constructor_standings_1 where constructor_standings_1.constructorstandingsid is not NULL group by constructor_standings_1.constructorid, constructor_standings_1.date, constructor_standings_1.position limit 41);",NO,"ERREUR:  les INTERSECT types text et numeric ne peuvent pas correspondre LIGNE 11 : avg(            ^"
16,"-- meta {""num_joins"":0,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select qualifying_1.date , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_1 where qualifying_1.driverid is not NULL limit 36) EXCEPT (select avg( circuits_1.lat) , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 where circuits_1.lat is not NULL group by circuits_1.alt limit 22);",NO,"ERREUR:  les EXCEPT types timestamp without time zone et double precision ne peuvent pas correspondre LIGNE 9 : avg(           ^"
17,"-- meta {""num_joins"":1,""num_aggregates"":5,""has_union"":false,""has_intersect"":false,""has_negation"":false} select constructor_standings_1.raceid, results_1.number, constructor_standings_1.points, count(*), constructor_standings_1.date, results_1.grid, constructor_standings_1.wins, sum( results_1.position), constructor_standings_1.constructorid, results_1.driverid, results_1.laps, results_1.resultid, min( results_1.fastestlap), count( constructor_standings_1.constructorid), results_1.date, results_1.position, max( results_1.raceid), constructor_standings_1.position, results_1.positionorder, results_1.milliseconds, constructor_standings_1.constructorstandingsid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_standings as constructor_standings_1 inner join results as results_1 on (constructor_standings_1.constructorstandingsid = results_1.resultid ) where constructor_standings_1.points = results_1.rank group by constructor_standings_1.constructorid, constructor_standings_1.constructorstandingsid, constructor_standings_1.date, constructor_standings_1.points, constructor_standings_1.position, constructor_standings_1.raceid, constructor_standings_1.wins, results_1.date, results_1.driverid, results_1.grid, results_1.laps, results_1.milliseconds, results_1.number, results_1.position, results_1.positionorder, results_1.resultid limit 24;",YES,""
18,"-- meta {""num_joins"":1,""num_aggregates"":2,""has_union"":false,""has_intersect"":false,""has_negation"":false} select min( drivers_1.dob), min( drivers_1.dob), constructor_standings_1.points, drivers_1.nationality, constructor_standings_1.position , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_standings as constructor_standings_1 inner join drivers as drivers_1 on (constructor_standings_1.constructorstandingsid = drivers_1.driverid ) where drivers_1.nationality is not NULL group by constructor_standings_1.points, constructor_standings_1.position, drivers_1.nationality limit 33;",YES,""
19,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_results_1.date, constructor_results_1.points, constructor_results_1.raceid, constructor_results_1.constructorid, constructor_results_1.constructorresultsid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid is not NULL limit 26) EXCEPT (select constructor_standings_1.date, constructor_standings_1.points, qualifying_2.qualifyid, races_1.year, races_1.raceid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_standings as constructor_standings_1 inner join races as races_1 inner join qualifying as qualifying_1 on (races_1.raceid = qualifying_1.qualifyid ) on (constructor_standings_1.constructorstandingsid = qualifying_1.qualifyid ) inner join qualifying as qualifying_2 on (constructor_standings_1.constructorstandingsid = qualifying_2.qualifyid ) where qualifying_1.position is not NULL limit 6);",YES,""
20,"-- meta {""num_joins"":2,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":false} select qualifying_1.number, constructor_standings_1.points, constructor_standings_1.constructorstandingsid, constructor_standings_1.date, min( constructor_standings_1.date), constructors_1.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_1 inner join constructor_standings as constructor_standings_1 on (qualifying_1.qualifyid = constructor_standings_1.constructorstandingsid ) inner join constructors as constructors_1 on (qualifying_1.qualifyid = constructors_1.constructorid ) where constructor_standings_1.points > constructor_standings_1.points group by constructor_standings_1.constructorstandingsid, constructor_standings_1.date, constructor_standings_1.points, constructors_1.constructorid, qualifying_1.number limit 5;",YES,""
21,"-- meta {""num_joins"":0,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select max( results_1.date), results_1.position , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 where results_1.constructorid is not NULL group by results_1.position limit 35) EXCEPT (select max( results_2.date), results_2.rank , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_2 where results_2.driverid >= results_2.positionorder limit 34);",NO,"ERREUR:  la colonne « results_2.rank » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 14 : results_2.rank            ^"
22,"-- meta {""num_joins"":0,""num_aggregates"":2,""has_union"":false,""has_intersect"":false,""has_negation"":false} select constructors_1.constructorref, constructors_1.constructorid, constructors_1.nationality, constructors_1.name, max( constructors_1.constructorid), sum( constructors_1.constructorid) , provsql.sr_why(provsql.provenance(), 'provmap') from constructors as constructors_1 where constructors_1.name is not NULL group by constructors_1.constructorid, constructors_1.constructorref, constructors_1.name, constructors_1.nationality limit 23;",YES,""
23,"-- meta {""num_joins"":0,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_results_1.constructorid, max( constructor_results_1.constructorresultsid), constructor_results_1.date , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 where constructor_results_1.raceid is not NULL group by constructor_results_1.constructorid, constructor_results_1.date limit 6) EXCEPT (select constructor_standings_1.wins, count( constructor_standings_1.position), constructor_standings_1.date , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_standings as constructor_standings_1 where constructor_standings_1.wins is not NULL limit 10);",NO,"ERREUR:  la colonne « constructor_standings_1.wins » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 13 : constructor_standings_1.wins,            ^"
24,"-- meta {""num_joins"":1,""num_aggregates"":1,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select avg( circuits_1.lng), circuits_1.lng, circuits_1.circuitid , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 where circuits_1.circuitid is not NULL group by circuits_1.circuitid, circuits_1.lng limit 10) INTERSECT (select max( circuits_2.alt), constructor_results_1.points, constructor_results_1.raceid , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_2 inner join constructor_results as constructor_results_1 on (circuits_2.circuitid = constructor_results_1.constructorresultsid ) where constructor_results_1.raceid is not NULL limit 33);",NO,"ERREUR:  la colonne « constructor_results_1.points » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 15 : constructor_results_1.points,            ^"
25,"-- meta {""num_joins"":0,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select qualifying_1.constructorid, qualifying_1.position, qualifying_1.driverid , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_1 where qualifying_1.date = qualifying_1.date limit 17) EXCEPT (select max( drivers_1.driverid), max( drivers_1.dob), drivers_1.driverid , provsql.sr_why(provsql.provenance(), 'provmap') from drivers as drivers_1 where drivers_1.surname is not NULL group by drivers_1.dob, drivers_1.forename, drivers_1.nationality, drivers_1.surname limit 21);",NO,"ERREUR:  la colonne « drivers_1.driverid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 15 : drivers_1.driverid            ^"
26,"-- meta {""num_joins"":0,""num_aggregates"":2,""has_union"":false,""has_intersect"":false,""has_negation"":false} select circuits_1.name, avg( circuits_1.lng), count(*) , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 where circuits_1.country is not NULL group by circuits_1.name limit 36;",YES,""
27,"-- meta {""num_joins"":0,""num_aggregates"":3,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select results_1.fastestlap, results_1.statusid, results_1.milliseconds, max( results_1.laps), results_1.date, results_1.rank, results_1.positionorder , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 where results_1.date is not NULL group by results_1.date, results_1.fastestlap, results_1.milliseconds, results_1.positionorder, results_1.rank, results_1.statusid limit 16) EXCEPT (select standings_1.points, standings_1.wins, standings_1.points, count(*), standings_1.date, standings_1.points, standings_1.position , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 where standings_1.points is not NULL group by standings_1.driverstandingsid limit 4);",NO,"ERREUR:  provenance() called on a table without provenance"
28,"-- meta {""num_joins"":3,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select results_1.driverid, constructors_1.name, max( results_1.date) , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 inner join constructors as constructors_1 on (results_1.resultid = constructors_1.constructorid ) where constructors_1.name is not NULL group by constructors_1.name, results_1.driverid limit 38) EXCEPT (select qualifying_1.constructorid, drivers_1.driverref, max( drivers_1.dob) , provsql.sr_why(provsql.provenance(), 'provmap') from drivers as drivers_1 inner join qualifying as qualifying_1 inner join drivers as drivers_2 on (qualifying_1.qualifyid = drivers_2.driverid ) on (drivers_1.driverid = qualifying_1.qualifyid ) where qualifying_1.date is not NULL limit 12);",NO,"ERREUR:  la colonne « qualifying_1.constructorid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 15 : qualifying_1.constructorid,            ^"
29,"-- meta {""num_joins"":1,""num_aggregates"":1,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select standings_2.driverid, standings_1.driverid , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 inner join standings as standings_2 on (standings_1.driverstandingsid = standings_2.driverstandingsid ) where standings_2.date <= standings_1.date limit 7) UNION (select min( results_1.date), results_1.grid , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 where results_1.driverid >= results_1.constructorid limit 5);",NO,"ERREUR:  la colonne « results_1.grid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 14 : results_1.grid            ^"
30,"-- meta {""num_joins"":4,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select standings_1.raceid , provsql.sr_why(provsql.provenance(), 'provmap') from circuits as circuits_1 inner join drivers as drivers_1 inner join standings as standings_1 inner join results as results_1 on (standings_1.driverstandingsid = results_1.resultid ) on (drivers_1.driverid = results_1.resultid ) inner join results as results_2 on (drivers_1.driverid = results_2.resultid ) on (circuits_1.circuitid = results_2.resultid ) where results_2.points >= circuits_1.lat limit 3;",YES,""
31,"-- meta {""num_joins"":1,""num_aggregates"":1,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select qualifying_1.date , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_1 where qualifying_1.raceid = qualifying_1.driverid limit 18) EXCEPT (select races_1.date , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_2 inner join races as races_1 on (qualifying_2.qualifyid = races_1.raceid ) where qualifying_2.raceid is not NULL group by qualifying_2.number, qualifying_2.raceid, races_1.name, races_1.raceid limit 26);",YES,""
32,"-- meta {""num_joins"":1,""num_aggregates"":1,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select races_1.time, max( races_1.date) , provsql.sr_why(provsql.provenance(), 'provmap') from races as races_1 inner join constructors as constructors_1 on (races_1.raceid = constructors_1.constructorid ) where races_1.date > races_1.date group by races_1.time limit 7) INTERSECT (select count(*), max( qualifying_1.date) , provsql.sr_why(provsql.provenance(), 'provmap') from qualifying as qualifying_1 where qualifying_1.date is not NULL limit 34);",NO,"ERREUR:  les INTERSECT types text et bigint ne peuvent pas correspondre LIGNE 14 : count(*),            ^"
33,"-- meta {""num_joins"":0,""num_aggregates"":1,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select standings_1.points, standings_1.date , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 where standings_1.points is not NULL limit 32) UNION (select max( races_1.raceid), races_1.date , provsql.sr_why(provsql.provenance(), 'provmap') from races as races_1 where races_1.round is not NULL group by races_1.name limit 21);",NO,"ERREUR:  la colonne « races_1.date » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 12 : races_1.date            ^"
34,"-- meta {""num_joins"":1,""num_aggregates"":4,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select standings_1.points, qualifying_1.raceid, qualifying_1.qualifyid, max( qualifying_1.raceid), standings_1.wins, qualifying_1.number, qualifying_1.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 inner join qualifying as qualifying_1 on (standings_1.driverstandingsid = qualifying_1.qualifyid ) where qualifying_1.driverid is not NULL group by qualifying_1.constructorid, qualifying_1.number, qualifying_1.qualifyid, qualifying_1.raceid, standings_1.points, standings_1.wins limit 38) INTERSECT (select standings_2.points, max( standings_2.position), standings_2.position, min( standings_2.driverstandingsid), standings_2.wins, standings_2.wins, standings_2.position , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_2 where standings_2.points <= standings_2.points group by standings_2.points, standings_2.position, standings_2.raceid, standings_2.wins limit 4);",NO,"ERREUR:  Set operations other than UNION and EXCEPT not supported by provsql"
35,"-- meta {""num_joins"":1,""num_aggregates"":4,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select min( drivers_1.dob), constructors_1.name, drivers_1.surname, drivers_1.forename, min( drivers_1.dob), constructors_1.nationality , provsql.sr_why(provsql.provenance(), 'provmap') from constructors as constructors_1 inner join drivers as drivers_1 on (constructors_1.constructorid = drivers_1.driverid ) where constructors_1.constructorid is not NULL group by constructors_1.name, constructors_1.nationality, drivers_1.forename, drivers_1.surname limit 39) EXCEPT (select max( drivers_2.dob), drivers_2.forename, drivers_2.forename, drivers_2.nationality, min( drivers_2.dob), drivers_2.nationality , provsql.sr_why(provsql.provenance(), 'provmap') from drivers as drivers_2 where drivers_2.driverref is not NULL group by drivers_2.driverref, drivers_2.forename, drivers_2.surname limit 21);",NO,"ERREUR:  la colonne « drivers_2.nationality » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 23 : drivers_2.nationality,            ^"
36,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":true,""has_negation"":false} (select standings_1.date , provsql.sr_why(provsql.provenance(), 'provmap') from standings as standings_1 inner join constructor_standings as constructor_standings_1 on (standings_1.driverstandingsid = constructor_standings_1.constructorstandingsid ) where constructor_standings_1.points = standings_1.points limit 23) INTERSECT (select drivers_1.dob , provsql.sr_why(provsql.provenance(), 'provmap') from drivers as drivers_1 where drivers_1.driverid is not NULL limit 17);",NO,"ERREUR:  Set operations other than UNION and EXCEPT not supported by provsql"
37,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_results_1.constructorresultsid, constructor_results_1.raceid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_results as constructor_results_1 where constructor_results_1.points is not NULL limit 32) EXCEPT (select avg( constructor_standings_1.position), constructor_standings_1.constructorid , provsql.sr_why(provsql.provenance(), 'provmap') from constructor_standings as constructor_standings_1 where constructor_standings_1.points > constructor_standings_1.points limit 27);",NO,"ERREUR:  la colonne « constructor_standings_1.constructorid » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 12 : constructor_standings_1.constructorid            ^"
38,"-- meta {""num_joins"":4,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select drivers_1.dob, drivers_1.nationality , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_1 inner join drivers as drivers_1 on (results_1.resultid = drivers_1.driverid ) where drivers_1.nationality is not NULL limit 39) UNION (select constructor_standings_2.date, count( results_2.milliseconds) , provsql.sr_why(provsql.provenance(), 'provmap') from results as results_2 inner join constructor_results as constructor_results_1 on (results_2.resultid = constructor_results_1.constructorresultsid ) inner join constructor_standings as constructor_standings_1 inner join constructor_standings as constructor_standings_2 on (constructor_standings_1.constructorstandingsid = constructor_standings_2.constructorstandingsid ) on (results_2.resultid = constructor_standings_1.constructorstandingsid ) where constructor_standings_2.constructorid is not NULL limit 7);",NO,"ERREUR:  la colonne « constructor_standings_2.date » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 12 : constructor_standings_2.date,            ^"
