id,query,success,error
21,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select standings_1.wins, standings_1.date from standings as standings_1 where standings_1.driverid is not NULL limit 7) EXCEPT (select qualifying_1.position, drivers_1.dob from constructor_standings as constructor_standings_1 inner join drivers as drivers_1 on (constructor_standings_1.constructorstandingsid = drivers_1.driverid ) inner join qualifying as qualifying_1 on (drivers_1.driverid = qualifying_1.qualifyid ) where drivers_1.surname <= drivers_1.nationality limit 13);",YES,""
22,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select constructors_1.nationality, constructors_1.name from constructors as constructors_1 where constructors_1.constructorref is not NULL limit 35;",YES,""
23,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select standings_1.driverstandingsid, standings_2.position, standings_1.position from standings as standings_1 inner join standings as standings_2 on (standings_1.driverstandingsid = standings_2.driverstandingsid ) where standings_2.date is not NULL limit 19) UNION (select drivers_1.driverid, drivers_1.driverid, drivers_1.driverid from drivers as drivers_1 where drivers_1.driverid = drivers_1.driverid limit 11);",YES,""
24,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructors_1.nationality, constructors_1.constructorid, constructors_1.name, constructors_1.constructorref from constructors as constructors_1 where constructors_1.constructorref is not NULL limit 34) EXCEPT (select drivers_1.surname, drivers_1.driverid, drivers_1.code, drivers_1.nationality from drivers as drivers_1 where drivers_1.forename is not NULL limit 6);",YES,""
25,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select qualifying_1.number, qualifying_1.driverid, qualifying_1.constructorid from qualifying as qualifying_1 where qualifying_1.date is not NULL limit 3) UNION (select qualifying_2.raceid, qualifying_2.position, qualifying_2.number from qualifying as qualifying_2 where qualifying_2.position is not NULL limit 40);",YES,""
26,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select qualifying_1.raceid, qualifying_1.constructorid, qualifying_1.qualifyid from qualifying as qualifying_1 where qualifying_1.constructorid is not NULL limit 41) EXCEPT (select circuits_1.circuitid, circuits_1.circuitid, circuits_1.circuitid from circuits as circuits_1 where circuits_1.circuitref = circuits_1.name limit 19);",YES,""
27,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select constructor_results_1.raceid, constructor_results_1.points, constructor_results_1.date from constructor_results as constructor_results_1 where constructor_results_1.date = constructor_results_1.date limit 41;",YES,""
28,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select results_1.grid, results_1.number from results as results_1 where results_1.fastestlap is not NULL limit 32) UNION (select races_1.year, constructor_results_1.points from constructors as constructors_1 inner join races as races_1 inner join constructor_results as constructor_results_1 on (races_1.raceid = constructor_results_1.constructorresultsid ) inner join constructors as constructors_2 on (races_1.raceid = constructors_2.constructorid ) on (constructors_1.constructorid = constructor_results_1.constructorresultsid ) where constructor_results_1.raceid >= constructor_results_1.constructorid limit 4);",YES,""
29,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_results_1.constructorid, constructor_results_1.date, constructor_results_1.constructorresultsid from constructor_results as constructor_results_1 where constructor_results_1.constructorid > constructor_results_1.constructorresultsid limit 16) EXCEPT (select constructor_results_2.raceid, constructor_results_2.date, circuits_1.circuitid from constructor_results as constructor_results_2 inner join circuits as circuits_1 on (constructor_results_2.constructorresultsid = circuits_1.circuitid ) where constructor_results_2.date < constructor_results_2.date limit 6);",YES,""
30,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select results_1.rank, results_1.positionorder, results_1.laps, results_1.milliseconds from results as results_1 where results_1.driverid is not NULL limit 33;",YES,""
31,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select results_1.constructorid, results_1.fastestlap, results_1.number, results_1.rank, constructor_standings_1.constructorstandingsid, results_1.laps, constructor_standings_1.constructorid, constructor_standings_1.raceid from results as results_1 inner join constructor_standings as constructor_standings_1 on (results_1.resultid = constructor_standings_1.constructorstandingsid ) where results_1.statusid is not NULL limit 14;",YES,""
32,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select circuits_1.name from drivers as drivers_1 inner join drivers as drivers_2 on (drivers_1.driverid = drivers_2.driverid ) inner join circuits as circuits_1 on (drivers_2.driverid = circuits_1.circuitid ) where drivers_1.driverid is not NULL limit 38) UNION (select constructors_1.nationality from constructors as constructors_1 where constructors_1.constructorid is not NULL limit 4);",YES,""
33,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select constructor_results_1.raceid, constructor_results_1.points, constructor_results_1.constructorresultsid from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid is not NULL limit 24;",YES,""
34,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select constructor_results_1.constructorresultsid, constructor_results_1.points, constructor_results_1.raceid, constructor_results_1.constructorid from constructor_results as constructor_results_1 where constructor_results_1.constructorid is not NULL limit 2) UNION (select constructor_standings_1.position, constructor_standings_1.points, constructor_standings_1.constructorstandingsid, constructor_standings_1.constructorid from constructor_standings as constructor_standings_1 where constructor_standings_1.points > constructor_standings_1.points limit 35);",YES,""
35,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_results_1.raceid, constructor_results_1.constructorresultsid from races as races_1 inner join constructor_results as constructor_results_1 on (races_1.raceid = constructor_results_1.constructorresultsid ) where races_1.circuitid > constructor_results_1.constructorresultsid limit 3) EXCEPT (select qualifying_1.raceid, qualifying_1.constructorid from qualifying as qualifying_1 inner join circuits as circuits_1 on (qualifying_1.qualifyid = circuits_1.circuitid ) inner join drivers as drivers_1 on (qualifying_1.qualifyid = drivers_1.driverid ) where drivers_1.code < drivers_1.driverref limit 15);",YES,""
36,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select circuits_1.circuitid from constructor_results as constructor_results_1 inner join qualifying as qualifying_1 inner join circuits as circuits_1 on (qualifying_1.qualifyid = circuits_1.circuitid ) on (constructor_results_1.constructorresultsid = qualifying_1.qualifyid ) inner join constructors as constructors_1 on (circuits_1.circuitid = constructors_1.constructorid ) where constructor_results_1.date is not NULL limit 5) EXCEPT (select races_1.year from races as races_1 where races_1.year is not NULL limit 4);",YES,""
37,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select qualifying_1.qualifyid, qualifying_1.position, qualifying_1.date, qualifying_1.number, qualifying_1.constructorid, qualifying_1.driverid from qualifying as qualifying_1 where qualifying_1.qualifyid <= qualifying_1.driverid limit 33;",YES,""
38,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_results_1.raceid, races_1.raceid, constructor_results_1.points from constructor_results as constructor_results_1 inner join races as races_1 on (constructor_results_1.constructorresultsid = races_1.raceid ) where races_1.round is not NULL limit 5) EXCEPT (select results_1.raceid, qualifying_1.raceid, results_1.position from results as results_1 inner join qualifying as qualifying_1 on (results_1.resultid = qualifying_1.qualifyid ) where qualifying_1.number is not NULL limit 28);",YES,""
39,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select circuits_1.alt, drivers_1.code, circuits_1.location from circuits as circuits_1 inner join races as races_1 inner join constructors as constructors_1 on (races_1.raceid = constructors_1.constructorid ) on (circuits_1.circuitid = races_1.raceid ) inner join drivers as drivers_1 on (circuits_1.circuitid = drivers_1.driverid ) where constructors_1.nationality is not NULL limit 27;",YES,""
40,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select drivers_1.driverref from drivers as drivers_1 where drivers_1.surname is not NULL limit 14) EXCEPT (select races_1.time from qualifying as qualifying_1 inner join races as races_1 on (qualifying_1.qualifyid = races_1.raceid ) where qualifying_1.driverid is not NULL limit 36);",YES,""
41,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select drivers_1.surname from drivers as drivers_1 where drivers_1.driverid < drivers_1.driverid limit 7) EXCEPT (select circuits_1.circuitref from circuits as circuits_1 where circuits_1.circuitid < circuits_1.circuitid limit 9);",YES,""
42,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select constructor_results_1.raceid, constructor_results_1.date, constructor_results_1.constructorresultsid, constructor_results_1.constructorid, constructor_results_1.points from constructor_results as constructor_results_1 where constructor_results_1.constructorid is not NULL limit 22;",YES,""
43,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select circuits_1.circuitref, circuits_1.location, circuits_1.country, circuits_1.name, circuits_1.circuitid from circuits as circuits_1 where circuits_1.lat is not NULL limit 29) EXCEPT (select races_1.name, races_1.time, races_1.time, races_1.time, results_1.driverid from results as results_1 inner join races as races_1 inner join standings as standings_1 on (races_1.raceid = standings_1.driverstandingsid ) on (results_1.resultid = races_1.raceid ) inner join constructor_standings as constructor_standings_1 on (races_1.raceid = constructor_standings_1.constructorstandingsid ) where races_1.raceid is not NULL limit 1);",YES,""
44,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select drivers_1.driverid from drivers as drivers_1 inner join circuits as circuits_1 on (drivers_1.driverid = circuits_1.circuitid ) where circuits_1.location is not NULL limit 4) EXCEPT (select drivers_2.driverid from drivers as drivers_2 where drivers_2.nationality is not NULL limit 27);",YES,""
45,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructors_1.constructorref, constructors_1.constructorid, constructors_1.nationality, constructors_1.name from constructors as constructors_1 where constructors_1.nationality < constructors_1.name limit 14) EXCEPT (select constructors_2.nationality, standings_1.driverid, constructors_2.constructorref, constructors_2.name from standings as standings_1 inner join constructors as constructors_2 inner join results as results_1 on (constructors_2.constructorid = results_1.resultid ) on (standings_1.driverstandingsid = constructors_2.constructorid ) where standings_1.date <= results_1.date limit 40);",YES,""
46,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select qualifying_1.qualifyid, qualifying_1.date, qualifying_1.position, qualifying_1.number, qualifying_1.driverid, qualifying_1.constructorid, qualifying_1.raceid from qualifying as qualifying_1 where qualifying_1.qualifyid is not NULL limit 14) EXCEPT (select circuits_1.circuitid, drivers_1.dob, drivers_1.driverid, circuits_1.circuitid, drivers_1.driverid, circuits_1.circuitid, drivers_1.driverid from drivers as drivers_1 inner join circuits as circuits_1 on (drivers_1.driverid = circuits_1.circuitid ) where circuits_1.lng is not NULL limit 17);",YES,""
47,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select standings_1.position, standings_1.wins, standings_1.raceid, standings_1.points, standings_1.date, standings_1.driverstandingsid from standings as standings_1 where standings_1.driverstandingsid <= standings_1.position limit 23) EXCEPT (select results_1.constructorid, results_1.resultid, results_1.grid, results_1.position, results_1.date, results_1.laps from results as results_1 where results_1.laps is not NULL limit 37);",YES,""
48,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_standings_1.constructorstandingsid, constructor_standings_1.points from constructor_standings as constructor_standings_1 inner join races as races_1 inner join constructor_results as constructor_results_1 on (races_1.raceid = constructor_results_1.constructorresultsid ) on (constructor_standings_1.constructorstandingsid = races_1.raceid ) where constructor_results_1.constructorid is not NULL limit 5) EXCEPT (select circuits_1.circuitid, circuits_1.alt from circuits as circuits_1 where circuits_1.circuitid is not NULL limit 14);",YES,""
49,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select drivers_1.nationality from drivers as drivers_1 where drivers_1.forename is not NULL limit 14) UNION (select drivers_2.surname from races as races_1 inner join circuits as circuits_1 on (races_1.raceid = circuits_1.circuitid ) inner join constructor_results as constructor_results_1 on (circuits_1.circuitid = constructor_results_1.constructorresultsid ) inner join drivers as drivers_2 on (circuits_1.circuitid = drivers_2.driverid ) where circuits_1.country is not NULL limit 39);",YES,""
50,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select races_1.circuitid, races_1.time, races_1.year, races_1.round from races as races_1 where races_1.year is not NULL limit 7;",YES,""
51,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructors_1.constructorid, constructors_1.nationality, constructors_1.name from constructors as constructors_1 inner join constructor_standings as constructor_standings_1 on (constructors_1.constructorid = constructor_standings_1.constructorstandingsid ) where constructor_standings_1.position is not NULL limit 11) EXCEPT (select circuits_1.circuitid, circuits_1.country, circuits_1.name from circuits as circuits_1 where circuits_1.alt is not NULL limit 24);",YES,""
52,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select races_1.circuitid, races_1.date, races_1.raceid, races_1.name from races as races_1 where races_1.year is not NULL limit 4;",YES,""
53,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select standings_1.position, standings_1.driverid, standings_1.points from standings as standings_1 where standings_1.points > standings_1.points limit 5) UNION (select circuits_1.circuitid, circuits_1.circuitid, circuits_1.lng from circuits as circuits_1 where circuits_1.circuitid is not NULL limit 15);",YES,""
54,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select constructor_results_2.raceid from constructor_results as constructor_results_1 inner join constructor_results as constructor_results_2 on (constructor_results_1.constructorresultsid = constructor_results_2.constructorresultsid ) where constructor_results_2.date is not NULL limit 11) UNION (select results_1.resultid from qualifying as qualifying_1 inner join results as results_1 on (qualifying_1.qualifyid = results_1.resultid ) where qualifying_1.constructorid is not NULL limit 10);",YES,""
55,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select constructor_results_1.constructorid, constructor_results_1.constructorresultsid from constructor_results as constructor_results_1 where constructor_results_1.constructorresultsid < constructor_results_1.constructorid limit 10) UNION (select standings_1.position, standings_1.driverstandingsid from standings as standings_1 where standings_1.points >= standings_1.points limit 6);",YES,""
56,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_results_1.date, constructor_results_1.raceid, constructor_results_1.constructorid from constructor_results as constructor_results_1 where constructor_results_1.date > constructor_results_1.date limit 6) EXCEPT (select results_1.date, results_1.statusid, results_1.positionorder from results as results_1 where results_1.date > results_1.date limit 12);",YES,""
57,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select constructors_1.name from races as races_1 inner join constructors as constructors_1 on (races_1.raceid = constructors_1.constructorid ) where races_1.name is not NULL limit 2;",YES,""
58,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select qualifying_1.date from qualifying as qualifying_1 inner join constructors as constructors_1 on (qualifying_1.qualifyid = constructors_1.constructorid ) where qualifying_1.qualifyid is not NULL limit 21;",YES,""
59,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select standings_1.raceid, standings_1.wins, qualifying_1.driverid, qualifying_1.constructorid, standings_1.driverid, standings_1.position from qualifying as qualifying_1 inner join standings as standings_1 on (qualifying_1.qualifyid = standings_1.driverstandingsid ) where qualifying_1.qualifyid <= standings_1.driverid limit 31) EXCEPT (select results_1.raceid, results_1.positionorder, results_1.constructorid, results_1.driverid, results_1.grid, results_1.laps from results as results_1 where results_1.fastestlap is not NULL limit 12);",YES,""
60,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select constructor_standings_1.position, races_2.round, races_1.time, races_3.round, constructor_standings_1.constructorstandingsid, races_3.circuitid, races_1.raceid, races_1.circuitid, races_2.time, constructor_standings_1.points, races_3.name, races_2.year, races_2.circuitid from races as races_1 inner join races as races_2 on (races_1.raceid = races_2.raceid ) inner join races as races_3 on (races_1.raceid = races_3.raceid ) inner join constructor_standings as constructor_standings_1 on (races_1.raceid = constructor_standings_1.constructorstandingsid ) where races_1.time is not NULL limit 31;",YES,""
61,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select constructor_standings_1.constructorid, drivers_1.dob, drivers_1.nationality, constructor_standings_1.wins, constructor_standings_1.constructorstandingsid from drivers as drivers_1 inner join constructor_standings as constructor_standings_1 inner join races as races_1 on (constructor_standings_1.constructorstandingsid = races_1.raceid ) on (drivers_1.driverid = races_1.raceid ) where constructor_standings_1.points < constructor_standings_1.points limit 6) UNION (select drivers_2.driverid, drivers_2.dob, drivers_2.nationality, drivers_2.driverid, drivers_2.driverid from drivers as drivers_2 where drivers_2.driverref is not NULL limit 8);",YES,""
62,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select constructor_results_1.constructorid, constructor_results_1.points, constructor_results_1.constructorresultsid, constructor_results_1.date, constructor_results_1.raceid from constructor_results as constructor_results_1 where constructor_results_1.points is not NULL limit 8) EXCEPT (select results_1.positionorder, results_1.rank, results_1.laps, results_1.date, races_1.round from races as races_1 inner join results as results_1 on (races_1.raceid = results_1.resultid ) where results_1.fastestlap is not NULL limit 34);",YES,""
63,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select drivers_1.code from drivers as drivers_1 where drivers_1.driverref is not NULL limit 1;",YES,""
64,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select standings_1.wins, standings_1.driverstandingsid, standings_1.position, standings_1.driverid, standings_1.raceid from standings as standings_1 where standings_1.points > standings_1.points limit 29) UNION (select constructor_results_1.constructorresultsid, constructor_results_1.raceid, constructor_results_1.constructorid, constructor_results_1.raceid, constructor_results_1.constructorresultsid from constructor_results as constructor_results_1 where constructor_results_1.date <= constructor_results_1.date limit 33);",YES,""
65,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select constructor_standings_1.constructorstandingsid, constructor_standings_1.raceid from constructor_standings as constructor_standings_1 where constructor_standings_1.raceid is not NULL limit 32) UNION (select constructor_standings_2.constructorid, constructor_standings_2.raceid from constructor_standings as constructor_standings_2 where constructor_standings_2.position is not NULL limit 38);",YES,""
