id,query,success,error
27,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select nation_1.n_comment from part as part_1 inner join nation as nation_1 on (part_1.p_partkey = nation_1.n_nationkey ) where part_1.p_container < part_1.p_mfgr limit 31) UNION (select nation_2.n_comment from nation as nation_2 where nation_2.n_regionkey < nation_2.n_nationkey limit 15);",YES,""
28,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select part_1.p_name, part_1.p_retailprice from part as part_1 inner join lineitem as lineitem_1 on (part_1.p_partkey = lineitem_1.l_orderkey ) where part_1.p_name is not NULL limit 13) EXCEPT (select partsupp_1.ps_comment, partsupp_1.ps_supplycost from partsupp as partsupp_1 where partsupp_1.ps_supplycost is not NULL limit 35);",YES,""
29,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select region_1.r_regionkey, region_2.r_name, region_2.r_regionkey, region_2.r_comment, region_1.r_comment from region as region_1 inner join region as region_2 on (region_1.r_regionkey = region_2.r_regionkey ) where region_2.r_name is not NULL limit 13;",YES,""
30,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select part_1.p_type, part_1.p_mfgr from part as part_1 where part_1.p_type is not NULL limit 25) EXCEPT (select supplier_1.s_comment, nation_1.n_name from supplier as supplier_1 inner join nation as nation_1 on (supplier_1.s_suppkey = nation_1.n_nationkey ) inner join partsupp as partsupp_1 on (nation_1.n_nationkey = partsupp_1.ps_partkey ) where partsupp_1.ps_comment is not NULL limit 25);",YES,""
31,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select region_1.r_comment, region_1.r_name, region_1.r_regionkey from region as region_1 where region_1.r_comment is not NULL limit 10) EXCEPT (select customer_1.c_address, customer_2.c_phone, customer_2.c_custkey from customer as customer_1 inner join customer as customer_2 on (customer_1.c_custkey = customer_2.c_custkey ) where customer_2.c_acctbal is not NULL limit 40);",YES,""
32,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select lineitem_1.l_commitdate, lineitem_1.l_partkey, lineitem_1.l_comment, lineitem_1.l_discount, lineitem_1.l_receiptdate from lineitem as lineitem_1 where lineitem_1.l_tax = lineitem_1.l_discount limit 21) UNION (select lineitem_2.l_receiptdate, lineitem_2.l_linenumber, part_1.p_type, lineitem_2.l_discount, lineitem_2.l_commitdate from part as part_1 inner join lineitem as lineitem_2 on (part_1.p_partkey = lineitem_2.l_orderkey ) where lineitem_2.l_shipmode < part_1.p_mfgr limit 6);",YES,""
33,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select orders_1.o_clerk, orders_1.o_orderpriority, orders_1.o_totalprice, orders_1.o_orderstatus, orders_1.o_custkey, orders_1.o_shippriority, orders_1.o_orderdate, orders_1.o_comment from orders as orders_1 where orders_1.o_totalprice is not NULL limit 13) UNION (select customer_1.c_mktsegment, orders_2.o_orderpriority, customer_1.c_acctbal, orders_2.o_clerk, orders_2.o_orderkey, customer_1.c_custkey, orders_2.o_orderdate, customer_1.c_comment from customer as customer_1 inner join orders as orders_2 on (customer_1.c_custkey = orders_2.o_orderkey ) where customer_1.c_custkey is not NULL limit 11);",YES,""
34,"-- meta {""num_joins"":3,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select supplier_1.s_suppkey, supplier_1.s_nationkey, part_1.p_type, part_1.p_retailprice, part_1.p_partkey, customer_1.c_custkey, supplier_1.s_address, orders_1.o_orderstatus from customer as customer_1 inner join part as part_1 on (customer_1.c_custkey = part_1.p_partkey ) inner join supplier as supplier_1 inner join orders as orders_1 on (supplier_1.s_suppkey = orders_1.o_orderkey ) on (part_1.p_partkey = supplier_1.s_suppkey ) where orders_1.o_shippriority is not NULL limit 33) EXCEPT (select lineitem_1.l_orderkey, lineitem_1.l_suppkey, lineitem_1.l_comment, lineitem_1.l_quantity, lineitem_1.l_linenumber, lineitem_1.l_partkey, lineitem_1.l_comment, lineitem_1.l_shipmode from lineitem as lineitem_1 where lineitem_1.l_quantity is not NULL limit 16);",YES,""
35,"-- meta {""num_joins"":7,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select lineitem_2.l_discount, supplier_1.s_comment from customer as customer_1 inner join lineitem as lineitem_1 inner join region as region_1 on (lineitem_1.l_orderkey = region_1.r_regionkey ) inner join lineitem as lineitem_2 on (region_1.r_regionkey = lineitem_2.l_orderkey ) on (customer_1.c_custkey = lineitem_1.l_orderkey ) inner join supplier as supplier_1 on (region_1.r_regionkey = supplier_1.s_suppkey ) where lineitem_1.l_discount > lineitem_1.l_quantity limit 15) EXCEPT (select partsupp_1.ps_supplycost, supplier_2.s_comment from supplier as supplier_2 inner join partsupp as partsupp_1 inner join partsupp as partsupp_2 on (partsupp_1.ps_partkey = partsupp_2.ps_partkey ) inner join lineitem as lineitem_3 on (partsupp_2.ps_partkey = lineitem_3.l_orderkey ) on (supplier_2.s_suppkey = partsupp_2.ps_partkey ) where partsupp_2.ps_suppkey is not NULL limit 3);",YES,""
36,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select customer_1.c_address, customer_1.c_acctbal, customer_1.c_mktsegment, customer_1.c_phone, customer_1.c_custkey from customer as customer_1 where customer_1.c_custkey is not NULL limit 41) EXCEPT (select lineitem_1.l_comment, lineitem_1.l_extendedprice, orders_1.o_orderstatus, lineitem_1.l_linestatus, lineitem_1.l_linenumber from orders as orders_1 inner join lineitem as lineitem_1 on (orders_1.o_orderkey = lineitem_1.l_orderkey ) where orders_1.o_totalprice > lineitem_1.l_quantity limit 4);",YES,""
37,"-- meta {""num_joins"":5,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select customer_2.c_address, nation_1.n_nationkey, part_1.p_size, customer_1.c_nationkey, customer_2.c_nationkey from nation as nation_1 inner join part as part_1 inner join customer as customer_1 on (part_1.p_partkey = customer_1.c_custkey ) on (nation_1.n_nationkey = part_1.p_partkey ) inner join orders as orders_1 inner join customer as customer_2 on (orders_1.o_orderkey = customer_2.c_custkey ) inner join region as region_1 on (orders_1.o_orderkey = region_1.r_regionkey ) on (customer_1.c_custkey = orders_1.o_orderkey ) where orders_1.o_custkey is not NULL limit 27;",YES,""
38,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select part_1.p_mfgr, part_1.p_type from part as part_1 where part_1.p_retailprice is not NULL limit 33) EXCEPT (select customer_1.c_mktsegment, customer_1.c_comment from customer as customer_1 where customer_1.c_phone >= customer_1.c_mktsegment limit 32);",YES,""
39,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select orders_1.o_orderkey, orders_1.o_totalprice from orders as orders_1 where orders_1.o_totalprice < orders_1.o_totalprice limit 21) UNION (select supplier_1.s_nationkey, supplier_1.s_acctbal from supplier as supplier_1 where supplier_1.s_name is not NULL limit 30);",YES,""
40,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select supplier_1.s_address, supplier_1.s_nationkey, supplier_1.s_phone, supplier_1.s_name, supplier_1.s_comment, supplier_1.s_suppkey from supplier as supplier_1 where supplier_1.s_acctbal is not NULL limit 32) UNION (select nation_1.n_comment, nation_1.n_nationkey, nation_1.n_name, nation_1.n_name, nation_1.n_comment, nation_1.n_regionkey from nation as nation_1 where nation_1.n_nationkey is not NULL limit 39);",YES,""
41,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select partsupp_1.ps_supplycost, partsupp_1.ps_partkey, partsupp_1.ps_availqty, partsupp_1.ps_comment, partsupp_1.ps_suppkey from partsupp as partsupp_1 where partsupp_1.ps_availqty is not NULL limit 33) EXCEPT (select part_1.p_retailprice, part_1.p_partkey, part_1.p_size, part_1.p_type, part_1.p_partkey from part as part_1 where part_1.p_type is not NULL limit 24);",YES,""
42,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select orders_1.o_shippriority from orders as orders_1 where orders_1.o_orderkey is not NULL limit 18) UNION (select orders_2.o_shippriority from orders as orders_2 where orders_2.o_orderpriority < orders_2.o_orderstatus limit 12);",YES,""
43,"-- meta {""num_joins"":4,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select orders_1.o_orderkey, orders_1.o_orderpriority from supplier as supplier_1 inner join part as part_1 inner join region as region_1 inner join orders as orders_1 on (region_1.r_regionkey = orders_1.o_orderkey ) on (part_1.p_partkey = orders_1.o_orderkey ) inner join part as part_2 on (region_1.r_regionkey = part_2.p_partkey ) on (supplier_1.s_suppkey = part_2.p_partkey ) where orders_1.o_orderkey <= part_1.p_size limit 22;",YES,""
44,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select nation_1.n_nationkey from orders as orders_1 inner join nation as nation_1 inner join nation as nation_2 on (nation_1.n_nationkey = nation_2.n_nationkey ) on (orders_1.o_orderkey = nation_2.n_nationkey ) where orders_1.o_orderdate < orders_1.o_orderdate limit 6) UNION (select customer_1.c_custkey from customer as customer_1 where customer_1.c_address is not NULL limit 30);",YES,""
45,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select orders_1.o_comment, orders_1.o_shippriority, orders_1.o_custkey from orders as orders_1 inner join orders as orders_2 on (orders_1.o_orderkey = orders_2.o_orderkey ) where orders_1.o_orderstatus is not NULL limit 8) EXCEPT (select part_1.p_comment, part_1.p_partkey, part_1.p_size from part as part_1 where part_1.p_mfgr is not NULL limit 36);",YES,""
46,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select supplier_1.s_acctbal, supplier_1.s_suppkey, supplier_1.s_nationkey, supplier_1.s_address, supplier_1.s_name, supplier_1.s_comment from supplier as supplier_1 where supplier_1.s_name is not NULL limit 40) UNION (select customer_1.c_acctbal, customer_1.c_nationkey, customer_1.c_custkey, customer_1.c_comment, customer_1.c_phone, customer_1.c_name from customer as customer_1 where customer_1.c_nationkey = customer_1.c_custkey limit 40);",YES,""
47,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select partsupp_1.ps_partkey from partsupp as partsupp_1 where partsupp_1.ps_supplycost is not NULL limit 3) EXCEPT (select nation_1.n_nationkey from nation as nation_1 where nation_1.n_comment is not NULL limit 26);",YES,""
48,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select partsupp_1.ps_availqty, partsupp_1.ps_supplycost, partsupp_1.ps_suppkey, partsupp_1.ps_partkey, partsupp_1.ps_comment from partsupp as partsupp_1 where partsupp_1.ps_supplycost is not NULL limit 3) EXCEPT (select orders_2.o_custkey, orders_1.o_totalprice, orders_1.o_custkey, orders_1.o_shippriority, orders_2.o_comment from orders as orders_1 inner join orders as orders_2 on (orders_1.o_orderkey = orders_2.o_orderkey ) where orders_2.o_orderdate is not NULL limit 12);",YES,""
49,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":false} select nation_1.n_name, nation_1.n_comment from lineitem as lineitem_1 inner join nation as nation_1 on (lineitem_1.l_orderkey = nation_1.n_nationkey ) where nation_1.n_nationkey is not NULL limit 13;",YES,""
50,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select supplier_1.s_name, partsupp_1.ps_comment, partsupp_1.ps_partkey, partsupp_1.ps_availqty, supplier_1.s_address, supplier_1.s_comment, partsupp_1.ps_suppkey, partsupp_1.ps_supplycost, supplier_1.s_nationkey, supplier_1.s_suppkey, supplier_1.s_phone from supplier as supplier_1 inner join partsupp as partsupp_1 on (supplier_1.s_suppkey = partsupp_1.ps_partkey ) where partsupp_1.ps_availqty is not NULL limit 11) EXCEPT (select supplier_2.s_name, supplier_2.s_address, supplier_2.s_suppkey, supplier_2.s_nationkey, supplier_2.s_comment, supplier_2.s_comment, supplier_2.s_suppkey, supplier_2.s_acctbal, supplier_2.s_nationkey, supplier_2.s_suppkey, supplier_2.s_phone from supplier as supplier_2 where supplier_2.s_address is not NULL limit 5);",YES,""
51,"-- meta {""num_joins"":2,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select part_1.p_size, part_1.p_container, part_1.p_type, part_1.p_retailprice, part_1.p_brand from part as part_1 where part_1.p_type is not NULL limit 27) UNION (select lineitem_1.l_suppkey, nation_1.n_name, supplier_1.s_address, supplier_1.s_acctbal, supplier_1.s_name from nation as nation_1 inner join supplier as supplier_1 inner join lineitem as lineitem_1 on (supplier_1.s_suppkey = lineitem_1.l_orderkey ) on (nation_1.n_nationkey = supplier_1.s_suppkey ) where supplier_1.s_comment is not NULL limit 12);",YES,""
52,"-- meta {""num_joins"":4,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select part_1.p_mfgr, orders_1.o_comment from customer as customer_1 inner join part as part_1 on (customer_1.c_custkey = part_1.p_partkey ) inner join lineitem as lineitem_1 inner join lineitem as lineitem_2 on (lineitem_1.l_orderkey = lineitem_2.l_orderkey ) inner join orders as orders_1 on (lineitem_1.l_orderkey = orders_1.o_orderkey ) on (customer_1.c_custkey = orders_1.o_orderkey ) where lineitem_1.l_shipinstruct is not NULL limit 14) EXCEPT (select part_2.p_mfgr, part_2.p_name from part as part_2 where part_2.p_partkey is not NULL limit 32);",YES,""
53,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select supplier_1.s_suppkey from supplier as supplier_1 where supplier_1.s_comment is not NULL limit 25) UNION (select part_1.p_size from part as part_1 where part_1.p_type is not NULL limit 26);",YES,""
54,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select supplier_1.s_acctbal from supplier as supplier_1 inner join partsupp as partsupp_1 on (supplier_1.s_suppkey = partsupp_1.ps_partkey ) where partsupp_1.ps_comment is not NULL limit 38) UNION (select part_1.p_retailprice from part as part_1 where part_1.p_retailprice is not NULL limit 13);",YES,""
55,"-- meta {""num_joins"":1,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select part_1.p_size, part_1.p_mfgr, part_2.p_type, part_1.p_retailprice from part as part_1 inner join part as part_2 on (part_1.p_partkey = part_2.p_partkey ) where part_2.p_brand is not NULL limit 35) UNION (select distinct lineitem_1.l_orderkey, lineitem_1.l_shipinstruct, lineitem_1.l_comment, lineitem_1.l_quantity from lineitem as lineitem_1 where lineitem_1.l_receiptdate is not NULL limit 18);",YES,""
56,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select supplier_1.s_comment from supplier as supplier_1 where supplier_1.s_phone is not NULL limit 41) UNION (select part_1.p_comment from part as part_1 where part_1.p_container is not NULL limit 23);",YES,""
57,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":true,""has_intersect"":false,""has_negation"":false} (select partsupp_1.ps_suppkey, partsupp_1.ps_comment, partsupp_1.ps_supplycost, partsupp_1.ps_availqty, partsupp_1.ps_partkey from partsupp as partsupp_1 where partsupp_1.ps_comment is not NULL limit 25) UNION (select partsupp_2.ps_partkey, partsupp_2.ps_comment, partsupp_2.ps_supplycost, partsupp_2.ps_suppkey, partsupp_2.ps_availqty from partsupp as partsupp_2 where partsupp_2.ps_partkey is not NULL limit 20);",YES,""
58,"-- meta {""num_joins"":0,""num_aggregates"":0,""has_union"":false,""has_intersect"":false,""has_negation"":true} (select supplier_1.s_suppkey from supplier as supplier_1 where supplier_1.s_name < supplier_1.s_phone limit 9) EXCEPT (select partsupp_1.ps_partkey from partsupp as partsupp_1 where partsupp_1.ps_suppkey is not NULL limit 20);",YES,""
